2015-01-01,168
2015-01-02,154
2015-01-03,179
2015-01-04,191
2015-01-05,160
2015-01-06,169
2015-01-07,161
2015-01-08,194
2015-01-09,129
2015-01-10,181
2015-01-11,169
2015-01-12,198
2015-01-13,173
2015-01-14,161
2015-01-15,176
2015-01-16,170
2015-01-17,160
2015-01-18,170
2015-01-19,164
2015-01-20,166
2015-01-21,188
2015-01-22,185
2015-01-23,172
2015-01-24,165
2015-01-25,165
2015-01-26,181
2015-01-27,173
2015-01-28,174
2015-01-29,168
2015-01-30,171
2015-01-31,187
2015-02-01,181
2015-02-02,160
2015-02-03,168
2015-02-04,158
2015-02-05,174
2015-02-06,185
2015-02-07,182
2015-02-08,166
2015-02-09,174
2015-02-10,190
2015-02-11,148
2015-02-12,139
2015-02-13,172
2015-02-14,143
2015-02-15,185
2015-02-16,172
2015-02-17,164
2015-02-18,162
2015-02-19,171
2015-02-20,161
2015-02-21,190
2015-02-22,168
2015-02-23,170
2015-02-24,165
2015-02-25,172
2015-02-26,172
2015-02-27,156
2015-02-28,181
2015-03-01,198
2015-03-02,187
2015-03-03,190
2015-03-04,185
2015-03-05,171
2015-03-06,165
2015-03-07,184
2015-03-08,174
2015-03-09,183
2015-03-10,164
2015-03-11,141
2015-03-12,181
2015-03-13,172
2015-03-14,184
2015-03-15,148
2015-03-16,159
2015-03-17,167
2015-03-18,169
2015-03-19,188
2015-03-20,141
2015-03-21,174
2015-03-22,172
2015-03-23,161
2015-03-24,158
2015-03-25,161
2015-03-26,167
2015-03-27,159
2015-03-28,181
2015-03-29,191
2015-03-30,207
2015-03-31,180
2015-04-01,194
2015-04-02,167
2015-04-03,180
2015-04-04,164
2015-04-05,156
2015-04-06,151
2015-04-07,178
2015-04-08,170
2015-04-09,179
2015-04-10,200
2015-04-11,176
2015-04-12,175
2015-04-13,163
2015-04-14,178
2015-04-15,162
2015-04-16,184
2015-04-17,182
2015-04-18,156
2015-04-19,203
2015-04-20,170
2015-04-21,131
2015-04-22,173
2015-04-23,150
2015-04-24,174
2015-04-25,155
2015-04-26,177
2015-04-27,169
2015-04-28,152
2015-04-29,181
2015-04-30,176
2015-05-01,172
2015-05-02,168
2015-05-03,166
2015-05-04,167
2015-05-05,156
2015-05-06,173
2015-05-07,181
2015-05-08,168
2015-05-09,184
2015-05-10,141
2015-05-11,173
2015-05-12,159
2015-05-13,184
2015-05-14,191
2015-05-15,166
2015-05-16,154
2015-05-17,177
2015-05-18,194
2015-05-19,187
2015-05-20,164
2015-05-21,153
2015-05-22,181
2015-05-23,164
2015-05-24,163
2015-05-25,192
2015-05-26,164
2015-05-27,173
2015-05-28,172
2015-05-29,191
2015-05-30,209
2015-05-31,170
2015-06-01,184
2015-06-02,182
2015-06-03,160
2015-06-04,175
2015-06-05,152
2015-06-06,163
2015-06-07,171
2015-06-08,202
2015-06-09,168
2015-06-10,165
2015-06-11,142
2015-06-12,151
2015-06-13,174
2015-06-14,180
2015-06-15,173
2015-06-16,183
2015-06-17,171
2015-06-18,154
2015-06-19,171
2015-06-20,181
2015-06-21,174
2015-06-22,161
2015-06-23,155
2015-06-24,168
2015-06-25,189
2015-06-26,168
2015-06-27,165
2015-06-28,160
2015-06-29,181
2015-06-30,211
2015-07-01,166
2015-07-02,185
2015-07-03,178
2015-07-04,155
2015-07-05,167
2015-07-06,155
2015-07-07,172
2015-07-08,167
2015-07-09,184
2015-07-10,173
2015-07-11,176
2015-07-12,176
2015-07-13,163
2015-07-14,213
2015-07-15,177
2015-07-16,182
2015-07-17,171
2015-07-18,165
2015-07-19,173
2015-07-20,157
2015-07-21,188
2015-07-22,137
2015-07-23,163
2015-07-24,172
2015-07-25,172
2015-07-26,182
2015-07-27,151
2015-07-28,195
2015-07-29,159
2015-07-30,152
2015-07-31,173
2015-08-01,167
2015-08-02,183
2015-08-03,170
2015-08-04,189
2015-08-05,188
2015-08-06,171
2015-08-07,180
2015-08-08,135
2015-08-09,156
2015-08-10,172
2015-08-11,158
2015-08-12,177
2015-08-13,163
2015-08-14,159
2015-08-15,176
2015-08-16,176
2015-08-17,182
2015-08-18,152
2015-08-19,172
2015-08-20,151
2015-08-21,179
2015-08-22,170
2015-08-23,161
2015-08-24,127
2015-08-25,200
2015-08-26,165
2015-08-27,167
2015-08-28,176
2015-08-29,188
2015-08-30,182
2015-08-31,181
2015-09-01,163
2015-09-02,178
2015-09-03,166
2015-09-04,188
2015-09-05,176
2015-09-06,190
2015-09-07,170
2015-09-08,170
2015-09-09,171
2015-09-10,146
2015-09-11,169
2015-09-12,182
2015-09-13,172
2015-09-14,167
2015-09-15,148
2015-09-16,183
2015-09-17,158
2015-09-18,173
2015-09-19,165
2015-09-20,184
2015-09-21,171
2015-09-22,181
2015-09-23,182
2015-09-24,165
2015-09-25,162
2015-09-26,176
2015-09-27,183
2015-09-28,167
2015-09-29,156
2015-09-30,178
2015-10-01,201
2015-10-02,173
2015-10-03,180
2015-10-04,152
2015-10-05,155
2015-10-06,175
2015-10-07,148
2015-10-08,189
2015-10-09,191
2015-10-10,146
2015-10-11,177
2015-10-12,170
2015-10-13,187
2015-10-14,169
2015-10-15,171
2015-10-16,156
2015-10-17,163
2015-10-18,185
2015-10-19,178
2015-10-20,164
2015-10-21,168
2015-10-22,147
2015-10-23,157
2015-10-24,157
2015-10-25,167
2015-10-26,153
2015-10-27,217
2015-10-28,184
2015-10-29,171
2015-10-30,182
2015-10-31,169
2015-11-01,157
2015-11-02,199
2015-11-03,168
2015-11-04,193
2015-11-05,179
2015-11-06,181
2015-11-07,161
2015-11-08,171
2015-11-09,187
2015-11-10,131
2015-11-11,184
2015-11-12,170
2015-11-13,212
2015-11-14,155
2015-11-15,161
2015-11-16,182
2015-11-17,176
2015-11-18,176
2015-11-19,193
2015-11-20,177
2015-11-21,182
2015-11-22,161
2015-11-23,174
2015-11-24,158
2015-11-25,171
2015-11-26,157
2015-11-27,184
2015-11-28,169
2015-11-29,183
2015-11-30,183
2015-12-01,172
2015-12-02,175
2015-12-03,178
2015-12-04,163
2015-12-05,185
2015-12-06,166
2015-12-07,148
2015-12-08,144
2015-12-09,183
2015-12-10,159
2015-12-11,174
2015-12-12,174
2015-12-13,184
2015-12-14,178
2015-12-15,181
2015-12-16,183
2015-12-17,136
2015-12-18,163
2015-12-19,173
2015-12-20,167
2015-12-21,178
2015-12-22,163
2015-12-23,195
2015-12-24,186
2015-12-25,197
2015-12-26,173
2015-12-27,192
2015-12-28,171
2015-12-29,178
2015-12-30,182
2015-12-31,170
2016-01-01,182
2016-01-02,165
2016-01-03,186
2016-01-04,155
2016-01-05,147
2016-01-06,178
2016-01-07,181
2016-01-08,161
2016-01-09,175
2016-01-10,152
2016-01-11,172
2016-01-12,149
2016-01-13,161
2016-01-14,177
2016-01-15,158
2016-01-16,192
2016-01-17,165
2016-01-18,169
2016-01-19,177
2016-01-20,165
2016-01-21,185
2016-01-22,177
2016-01-23,174
2016-01-24,182
2016-01-25,182
2016-01-26,199
2016-01-27,180
2016-01-28,150
2016-01-29,159
2016-01-30,198
2016-01-31,164
2016-02-01,173
2016-02-02,159
2016-02-03,164
2016-02-04,154
2016-02-05,156
2016-02-06,160
2016-02-07,190
2016-02-08,163
2016-02-09,179
2016-02-10,165
2016-02-11,169
2016-02-12,151
2016-02-13,155
2016-02-14,162
2016-02-15,147
2016-02-16,178
2016-02-17,186
2016-02-18,181
2016-02-19,195
2016-02-20,172
2016-02-21,166
2016-02-22,179
2016-02-23,180
2016-02-24,158
2016-02-25,154
2016-02-26,179
2016-02-27,163
2016-02-28,171
2016-02-29,185
2016-03-01,153
2016-03-02,157
2016-03-03,188
2016-03-04,175
2016-03-05,166
2016-03-06,185
2016-03-07,173
2016-03-08,147
2016-03-09,174
2016-03-10,197
2016-03-11,150
2016-03-12,157
2016-03-13,144
2016-03-14,149
2016-03-15,164
2016-03-16,150
2016-03-17,170
2016-03-18,212
2016-03-19,169
2016-03-20,174
2016-03-21,160
2016-03-22,142
2016-03-23,144
2016-03-24,179
2016-03-25,194
2016-03-26,184
2016-03-27,175
2016-03-28,170
2016-03-29,153
2016-03-30,186
2016-03-31,169
2016-04-01,192
2016-04-02,165
2016-04-03,161
2016-04-04,154
2016-04-05,173
2016-04-06,172
2016-04-07,174
2016-04-08,163
2016-04-09,174
2016-04-10,184
2016-04-11,199
2016-04-12,183
2016-04-13,186
2016-04-14,162
2016-04-15,176
2016-04-16,178
2016-04-17,156
2016-04-18,198
2016-04-19,169
2016-04-20,176
2016-04-21,188
2016-04-22,148
2016-04-23,178
2016-04-24,172
2016-04-25,166
2016-04-26,153
2016-04-27,149
2016-04-28,167
2016-04-29,148
2016-04-30,133
2016-05-01,166
2016-05-02,139
2016-05-03,156
2016-05-04,163
2016-05-05,165
2016-05-06,160
2016-05-07,171
2016-05-08,185
2016-05-09,169
2016-05-10,148
2016-05-11,183
2016-05-12,189
2016-05-13,187
2016-05-14,183
2016-05-15,202
2016-05-16,187
2016-05-17,153
2016-05-18,157
2016-05-19,164
2016-05-20,179
2016-05-21,173
2016-05-22,193
2016-05-23,169
2016-05-24,183
2016-05-25,155
2016-05-26,150
2016-05-27,176
2016-05-28,176
2016-05-29,157
2016-05-30,190
2016-05-31,174
2016-06-01,165
2016-06-02,158
2016-06-03,168
2016-06-04,184
2016-06-05,156
2016-06-06,174
2016-06-07,180
2016-06-08,162
2016-06-09,143
2016-06-10,195
2016-06-11,174
2016-06-12,155
2016-06-13,169
2016-06-14,168
2016-06-15,182
2016-06-16,161
2016-06-17,148
2016-06-18,164
